table_num,TABLE_NAME,category_num,year,Units,value_added,imports,total,CATEGORY_DESC
4,Food and beverage dollar,9,6/21/05,Cents per Domestic Real Food Dollar,21.5,0.3,21.1,Foodservices
4,Food and beverage dollar,10,6/21/05,Cents per Domestic Real Food Dollar,2.5,0.3,2.8,Energy
4,Food and beverage dollar,11,6/21/05,Cents per Domestic Real Food Dollar,4,0.1,4.1,Finance & Insurance
4,Food and beverage dollar,12,6/21/05,Cents per Domestic Real Food Dollar,2.6,0.1,2.7,Advertising
4,Food and beverage dollar,13,6/21/05,Cents per Domestic Real Food Dollar,1.1,0,1.1,Legal & accounting
4,Food and beverage dollar,14,6/21/05,Cents per Domestic Real Food Dollar,0,0,108.7,Total food dollar
4,Food and beverage dollar,15,6/21/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,6/21/05,Cents per Domestic Real Food Dollar,0,0,12.8,Farm share
5,Home food and beverage dollar,1,6/21/05,Cents per Domestic Real Food Dollar,90.5,4.9,96.7,Total
5,Home food and beverage dollar,2,6/21/05,Cents per Domestic Real Food Dollar,3,0.4,3.4,Agribusiness
5,Home food and beverage dollar,3,6/21/05,Cents per Domestic Real Food Dollar,8.1,0.9,9,Farm production
5,Home food and beverage dollar,4,6/21/05,Cents per Domestic Real Food Dollar,28.1,1.4,29.4,Food processing
5,Home food and beverage dollar,5,6/21/05,Cents per Domestic Real Food Dollar,4.5,1.1,5.8,Packaging
5,Home food and beverage dollar,6,6/21/05,Cents per Domestic Real Food Dollar,4.8,0.2,5,Transportation
5,Home food and beverage dollar,7,6/21/05,Cents per Domestic Real Food Dollar,14.3,-0.1,14.2,Wholesale trade
5,Home food and beverage dollar,8,6/21/05,Cents per Domestic Real Food Dollar,25.1,0.4,25.4,Retail trade
5,Home food and beverage dollar,9,6/21/05,Cents per Domestic Real Food Dollar,0.3,0,0.3,Foodservices
5,Home food and beverage dollar,10,6/21/05,Cents per Domestic Real Food Dollar,2.5,0.3,2.9,Energy
5,Home food and beverage dollar,11,6/21/05,Cents per Domestic Real Food Dollar,4.3,0.1,4.4,Finance & Insurance
5,Home food and beverage dollar,12,6/21/05,Cents per Domestic Real Food Dollar,2.6,0.1,2.7,Advertising
5,Home food and beverage dollar,13,6/21/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
5,Home food and beverage dollar,14,6/21/05,Cents per Domestic Real Food Dollar,0,0,107.4,Total food dollar
5,Home food and beverage dollar,15,6/21/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,6/21/05,Cents per Domestic Real Food Dollar,0,0,16.7,Farm share
6,Away food and beverage dollar,1,6/21/05,Cents per Domestic Real Food Dollar,88.3,3.1,92.7,Total
6,Away food and beverage dollar,2,6/21/05,Cents per Domestic Real Food Dollar,1.1,0.2,1.3,Agribusiness
6,Away food and beverage dollar,3,6/21/05,Cents per Domestic Real Food Dollar,2.9,0.4,3.3,Farm production
6,Away food and beverage dollar,4,6/21/05,Cents per Domestic Real Food Dollar,8.8,0.5,9.3,Food processing
6,Away food and beverage dollar,5,6/21/05,Cents per Domestic Real Food Dollar,2.7,0.7,3.4,Packaging
6,Away food and beverage dollar,6,6/21/05,Cents per Domestic Real Food Dollar,2.1,0.1,2.2,Transportation
6,Away food and beverage dollar,7,6/21/05,Cents per Domestic Real Food Dollar,6.1,-0.1,6.1,Wholesale trade
6,Away food and beverage dollar,8,6/21/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
6,Away food and beverage dollar,9,6/21/05,Cents per Domestic Real Food Dollar,58.3,0.7,57,Foodservices
6,Away food and beverage dollar,10,6/21/05,Cents per Domestic Real Food Dollar,2.5,0.2,2.7,Energy
6,Away food and beverage dollar,11,6/21/05,Cents per Domestic Real Food Dollar,3.4,0.1,3.5,Finance & Insurance
6,Away food and beverage dollar,12,6/21/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
6,Away food and beverage dollar,13,6/21/05,Cents per Domestic Real Food Dollar,1.1,0,1.1,Legal & accounting
6,Away food and beverage dollar,14,6/21/05,Cents per Domestic Real Food Dollar,0,0,110.9,Total food dollar
6,Away food and beverage dollar,15,6/21/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,6/21/05,Cents per Domestic Real Food Dollar,0,0,6.2,Farm share
1,Food dollar,1,6/21/05,million 2009 dollars,491003.87,21697.32,519689.8,Total
1,Food dollar,2,6/21/05,million 2009 dollars,15194.09,2158.17,17354.52,Agribusiness
1,Food dollar,3,6/21/05,million 2009 dollars,41751.9,4657.93,46302.21,Farm production
1,Food dollar,4,6/21/05,million 2009 dollars,109783.31,4803.3,114885.24,Food processing
1,Food dollar,5,6/21/05,million 2009 dollars,17785.3,3789.16,22049.36,Packaging
1,Food dollar,6,6/21/05,million 2009 dollars,22292.41,1145.25,23231.99,Transportation
1,Food dollar,7,6/21/05,million 2009 dollars,51418.68,-528.79,50883.91,Wholesale trade
1,Food dollar,8,6/21/05,million 2009 dollars,81166.81,1163.17,82375.07,Retail trade
1,Food dollar,9,6/21/05,million 2009 dollars,118562.61,1432.2,116552.8,Foodservices
1,Food dollar,10,6/21/05,million 2009 dollars,14140.49,1833.55,15981.82,Energy
1,Food dollar,11,6/21/05,million 2009 dollars,23149.74,457.1,23597.02,Finance & Insurance
1,Food dollar,12,6/21/05,million 2009 dollars,14016.88,538.19,14571.47,Advertising
1,Food dollar,13,6/21/05,million 2009 dollars,6357.74,93.64,6432.65,Legal & accounting
1,Food dollar,14,6/21/05,million 2009 dollars,0,0,587109.38,Total food dollar
1,Food dollar,15,6/21/05,million 2009 dollars,0,0,542622.13,Domestic food dollar
1,Food dollar,16,6/21/05,million 2009 dollars,0,0,84748.07,Farm share
2,Food at home dollar,1,6/21/05,million 2009 dollars,300429.93,15293.22,319997.66,Total
2,Food at home dollar,2,6/21/05,million 2009 dollars,12236.15,1730.63,13966.14,Agribusiness
2,Food at home dollar,3,6/21/05,million 2009 dollars,33716.81,3627.85,37270,Farm production
2,Food at home dollar,4,6/21/05,million 2009 dollars,91511.78,3941.56,95677.8,Food processing
2,Food at home dollar,5,6/21/05,million 2009 dollars,12457.84,2545.51,15380.96,Packaging
2,Food at home dollar,6,6/21/05,million 2009 dollars,17441.73,886.26,18166.26,Transportation
2,Food at home dollar,7,6/21/05,million 2009 dollars,40906.64,-420.68,40481.2,Wholesale trade
2,Food at home dollar,8,6/21/05,million 2009 dollars,84821.35,1215.52,86083.99,Retail trade
2,Food at home dollar,9,6/21/05,million 2009 dollars,1158.46,14.17,1141.81,Foodservices
2,Food at home dollar,10,6/21/05,million 2009 dollars,8763.24,1227.13,10019.23,Energy
2,Food at home dollar,11,6/21/05,million 2009 dollars,15388.04,293.47,15675.11,Finance & Insurance
2,Food at home dollar,12,6/21/05,million 2009 dollars,8855.31,339.87,9205.68,Advertising
2,Food at home dollar,13,6/21/05,million 2009 dollars,4000.99,59.14,4046.88,Legal & accounting
2,Food at home dollar,14,6/21/05,million 2009 dollars,0,0,352482.8,Total food dollar
2,Food at home dollar,15,6/21/05,million 2009 dollars,0,0,330481.14,Domestic food dollar
2,Food at home dollar,16,6/21/05,million 2009 dollars,0,0,68783.57,Farm share
3,Food away from home dollar,1,6/21/05,million 2009 dollars,184315.01,6316.9,193490.93,Total
3,Food away from home dollar,2,6/21/05,million 2009 dollars,2798.25,414.58,3220.75,Agribusiness
3,Food away from home dollar,3,6/21/05,million 2009 dollars,7274.07,1089.7,8314.28,Farm production
3,Food away from home dollar,4,6/21/05,million 2009 dollars,17523.12,874.21,18464.25,Food processing
3,Food away from home dollar,5,6/21/05,million 2009 dollars,5270.55,1261.47,6611,Packaging
3,Food away from home dollar,6,6/21/05,million 2009 dollars,4538.67,281.92,4772.07,Transportation
3,Food away from home dollar,7,6/21/05,million 2009 dollars,12503.55,-128.59,12373.5,Wholesale trade
3,Food away from home dollar,8,6/21/05,million 2009 dollars,940.47,13.48,954.47,Retail trade
3,Food away from home dollar,9,6/21/05,million 2009 dollars,120956.84,1408.2,118206.14,Foodservices
3,Food away from home dollar,10,6/21/05,million 2009 dollars,5294.14,532.14,5801.78,Energy
3,Food away from home dollar,11,6/21/05,million 2009 dollars,7342.34,164.32,7502.48,Finance & Insurance
3,Food away from home dollar,12,6/21/05,million 2009 dollars,5131.45,197.12,5334.48,Advertising
3,Food away from home dollar,13,6/21/05,million 2009 dollars,2305.77,33.87,2335.15,Legal & accounting
3,Food away from home dollar,14,6/21/05,million 2009 dollars,0,0,231363.29,Total food dollar
3,Food away from home dollar,15,6/21/05,million 2009 dollars,0,0,209136.97,Domestic food dollar
3,Food away from home dollar,16,6/21/05,million 2009 dollars,0,0,15659.49,Farm share
4,Food and beverage dollar,1,6/21/05,million 2009 dollars,621592.52,29013.41,659229.87,Total
4,Food and beverage dollar,2,6/21/05,million 2009 dollars,15721.38,2230.98,17960.13,Agribusiness
4,Food and beverage dollar,3,6/21/05,million 2009 dollars,42695.14,4926.9,47525.27,Farm production
4,Food and beverage dollar,4,6/21/05,million 2009 dollars,143486.98,7400.6,150297.41,Food processing
4,Food and beverage dollar,5,6/21/05,million 2009 dollars,26492.07,6449.3,33740.75,Packaging
4,Food and beverage dollar,6,6/21/05,million 2009 dollars,26353.46,1378.55,27484.99,Transportation
4,Food and beverage dollar,7,6/21/05,million 2009 dollars,73963.66,-760.62,73194.43,Wholesale trade
4,Food and beverage dollar,8,6/21/05,million 2009 dollars,101785.43,1458.63,103300.6,Retail trade
4,Food and beverage dollar,9,6/21/05,million 2009 dollars,147920.53,1778.33,145271.64,Foodservices
4,Food and beverage dollar,10,6/21/05,million 2009 dollars,17160.48,2167.94,19320.24,Energy
4,Food and beverage dollar,11,6/21/05,million 2009 dollars,27631.65,553.07,28174.4,Finance & Insurance
4,Food and beverage dollar,12,6/21/05,million 2009 dollars,17630.1,676.93,18327.66,Advertising
4,Food and beverage dollar,13,6/21/05,million 2009 dollars,7800.07,115,7890.69,Legal & accounting
4,Food and beverage dollar,14,6/21/05,million 2009 dollars,0,0,747732.4,Total food dollar
4,Food and beverage dollar,15,6/21/05,million 2009 dollars,0,0,687978.63,Domestic food dollar
4,Food and beverage dollar,16,6/21/05,million 2009 dollars,0,0,87754.82,Farm share
5,Home food and beverage dollar,1,6/21/05,million 2009 dollars,386522.61,20974.85,412863.95,Total
5,Home food and beverage dollar,2,6/21/05,million 2009 dollars,12719.21,1797.51,14520.63,Agribusiness
5,Home food and beverage dollar,3,6/21/05,million 2009 dollars,34586.83,3866.04,38382.61,Farm production
5,Home food and beverage dollar,4,6/21/05,million 2009 dollars,120164.57,6125.98,125613.42,Food processing
5,Home food and beverage dollar,5,6/21/05,million 2009 dollars,19411.01,4669.75,24766.82,Packaging
5,Home food and beverage dollar,6,6/21/05,million 2009 dollars,20685.21,1060.76,21552.96,Transportation
5,Home food and beverage dollar,7,6/21/05,million 2009 dollars,61046.56,-627.8,60411.67,Wholesale trade
5,Home food and beverage dollar,8,6/21/05,million 2009 dollars,106967.12,1532.89,108559.42,Retail trade
5,Home food and beverage dollar,9,6/21/05,million 2009 dollars,1455.01,17.7,1432.45,Foodservices
5,Home food and beverage dollar,10,6/21/05,million 2009 dollars,10699.56,1454.94,12176.05,Energy
5,Home food and beverage dollar,11,6/21/05,million 2009 dollars,18381.76,355.31,18730.04,Finance & Insurance
5,Home food and beverage dollar,12,6/21/05,million 2009 dollars,11210.7,430.3,11654.26,Advertising
5,Home food and beverage dollar,13,6/21/05,million 2009 dollars,4940.85,73.1,4996.37,Legal & accounting
5,Home food and beverage dollar,14,6/21/05,million 2009 dollars,0,0,458344.73,Total food dollar
5,Home food and beverage dollar,15,6/21/05,million 2009 dollars,0,0,426884.69,Domestic food dollar
5,Home food and beverage dollar,16,6/21/05,million 2009 dollars,0,0,71356.7,Farm share
6,Away food and beverage dollar,1,6/21/05,million 2009 dollars,228410.23,7897.84,239765.87,Total
6,Away food and beverage dollar,2,6/21/05,million 2009 dollars,2877.2,425.72,3311.51,Agribusiness
6,Away food and beverage dollar,3,6/21/05,million 2009 dollars,7435.49,1119.44,8515.36,Farm production
6,Away food and beverage dollar,4,6/21/05,million 2009 dollars,22818.73,1267.08,24109.69,Food processing
6,Away food and beverage dollar,5,6/21/05,million 2009 dollars,6992.43,1747.33,8849.79,Packaging
6,Away food and beverage dollar,6,6/21/05,million 2009 dollars,5409.29,342.91,5693.29,Transportation
6,Away food and beverage dollar,7,6/21/05,million 2009 dollars,15886.38,-163.36,15721.17,Wholesale trade
6,Away food and beverage dollar,8,6/21/05,million 2009 dollars,1076.88,15.44,1092.91,Retail trade
6,Away food and beverage dollar,9,6/21/05,million 2009 dollars,150779.71,1751.34,147305.28,Foodservices
6,Away food and beverage dollar,10,6/21/05,million 2009 dollars,6426.66,636.96,7030.76,Energy
6,Away food and beverage dollar,11,6/21/05,million 2009 dollars,8854.4,199.47,9048.89,Finance & Insurance
6,Away food and beverage dollar,12,6/21/05,million 2009 dollars,6358.91,244.25,6610.49,Advertising
6,Away food and beverage dollar,13,6/21/05,million 2009 dollars,2813.92,41.25,2849.42,Legal & accounting
6,Away food and beverage dollar,14,6/21/05,million 2009 dollars,0,0,286680.58,Total food dollar
6,Away food and beverage dollar,15,6/21/05,million 2009 dollars,0,0,258531.72,Domestic food dollar
6,Away food and beverage dollar,16,6/21/05,million 2009 dollars,0,0,16122.25,Farm share
1,Food dollar,1,6/22/05,Cents per Domestic Real Food Dollar,89.9,4.7,95.8,Total
1,Food dollar,2,6/22/05,Cents per Domestic Real Food Dollar,2.5,0.4,2.9,Agribusiness
1,Food dollar,3,6/22/05,Cents per Domestic Real Food Dollar,7.7,0.8,8.5,Farm production
1,Food dollar,4,6/22/05,Cents per Domestic Real Food Dollar,18.5,0.9,19.4,Food processing
1,Food dollar,5,6/22/05,Cents per Domestic Real Food Dollar,3.3,0.8,4.2,Packaging
1,Food dollar,6,6/22/05,Cents per Domestic Real Food Dollar,4.1,0.2,4.2,Transportation
1,Food dollar,7,6/22/05,Cents per Domestic Real Food Dollar,9.1,-0.1,9,Wholesale trade
1,Food dollar,8,6/22/05,Cents per Domestic Real Food Dollar,14.8,0.2,15,Retail trade
1,Food dollar,9,6/22/05,Cents per Domestic Real Food Dollar,22.9,0.3,22.6,Foodservices
1,Food dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.3,0.8,4.1,Energy
1,Food dollar,11,6/22/05,Cents per Domestic Real Food Dollar,4.2,0.1,4.3,Finance & Insurance
1,Food dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
1,Food dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.3,0,1.3,Legal & accounting
1,Food dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,109,Total food dollar
1,Food dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
1,Food dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,15.3,Farm share
2,Food at home dollar,1,6/22/05,Cents per Domestic Real Food Dollar,90.2,5.5,96.8,Total
2,Food at home dollar,2,6/22/05,Cents per Domestic Real Food Dollar,3.4,0.5,4,Agribusiness
2,Food at home dollar,3,6/22/05,Cents per Domestic Real Food Dollar,10.7,1.1,11.7,Farm production
2,Food at home dollar,4,6/22/05,Cents per Domestic Real Food Dollar,26.3,1.2,27.5,Food processing
2,Food at home dollar,5,6/22/05,Cents per Domestic Real Food Dollar,3.8,0.9,4.8,Packaging
2,Food at home dollar,6,6/22/05,Cents per Domestic Real Food Dollar,5.3,0.3,5.6,Transportation
2,Food at home dollar,7,6/22/05,Cents per Domestic Real Food Dollar,12.1,-0.1,12,Wholesale trade
2,Food at home dollar,8,6/22/05,Cents per Domestic Real Food Dollar,25.8,0.4,26.2,Retail trade
2,Food at home dollar,9,6/22/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
2,Food at home dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.3,0.9,4.3,Energy
2,Food at home dollar,11,6/22/05,Cents per Domestic Real Food Dollar,4.6,0.1,4.7,Finance & Insurance
2,Food at home dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
2,Food at home dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.3,0,1.3,Legal & accounting
2,Food at home dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,107.3,Total food dollar
2,Food at home dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
2,Food at home dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,21.2,Farm share
3,Food away from home dollar,1,6/22/05,Cents per Domestic Real Food Dollar,87.7,3.5,92.5,Total
3,Food away from home dollar,2,6/22/05,Cents per Domestic Real Food Dollar,1,0.2,1.2,Agribusiness
3,Food away from home dollar,3,6/22/05,Cents per Domestic Real Food Dollar,3.1,0.4,3.5,Farm production
3,Food away from home dollar,4,6/22/05,Cents per Domestic Real Food Dollar,6.6,0.4,7,Food processing
3,Food away from home dollar,5,6/22/05,Cents per Domestic Real Food Dollar,2.5,0.7,3.2,Packaging
3,Food away from home dollar,6,6/22/05,Cents per Domestic Real Food Dollar,2.1,0.2,2.2,Transportation
3,Food away from home dollar,7,6/22/05,Cents per Domestic Real Food Dollar,5.5,-0.1,5.5,Wholesale trade
3,Food away from home dollar,8,6/22/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
3,Food away from home dollar,9,6/22/05,Cents per Domestic Real Food Dollar,59,0.7,57.7,Foodservices
3,Food away from home dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.2,0.7,3.8,Energy
3,Food away from home dollar,11,6/22/05,Cents per Domestic Real Food Dollar,3.6,0.1,3.7,Finance & Insurance
3,Food away from home dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.6,0.1,2.7,Advertising
3,Food away from home dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.3,0,1.3,Legal & accounting
3,Food away from home dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,111.6,Total food dollar
3,Food away from home dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
3,Food away from home dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,6.4,Farm share
4,Food and beverage dollar,1,6/22/05,Cents per Domestic Real Food Dollar,89.7,5,95.8,Total
4,Food and beverage dollar,2,6/22/05,Cents per Domestic Real Food Dollar,2.1,0.3,2.4,Agribusiness
4,Food and beverage dollar,3,6/22/05,Cents per Domestic Real Food Dollar,6.3,0.7,6.9,Farm production
4,Food and beverage dollar,4,6/22/05,Cents per Domestic Real Food Dollar,19.2,1.1,20.2,Food processing
4,Food and beverage dollar,5,6/22/05,Cents per Domestic Real Food Dollar,3.9,1.1,5.1,Packaging
4,Food and beverage dollar,6,6/22/05,Cents per Domestic Real Food Dollar,3.8,0.2,4,Transportation
4,Food and beverage dollar,7,6/22/05,Cents per Domestic Real Food Dollar,10.5,-0.1,10.4,Wholesale trade
4,Food and beverage dollar,8,6/22/05,Cents per Domestic Real Food Dollar,14.7,0.2,15,Retail trade
4,Food and beverage dollar,9,6/22/05,Cents per Domestic Real Food Dollar,22.1,0.3,21.7,Foodservices
4,Food and beverage dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.1,0.8,3.9,Energy
4,Food and beverage dollar,11,6/22/05,Cents per Domestic Real Food Dollar,4,0.1,4.1,Finance & Insurance
4,Food and beverage dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
4,Food and beverage dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
4,Food and beverage dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,109.7,Total food dollar
4,Food and beverage dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,12.6,Farm share
5,Home food and beverage dollar,1,6/22/05,Cents per Domestic Real Food Dollar,89.7,5.9,96.7,Total
5,Home food and beverage dollar,2,6/22/05,Cents per Domestic Real Food Dollar,2.8,0.4,3.2,Agribusiness
5,Home food and beverage dollar,3,6/22/05,Cents per Domestic Real Food Dollar,8.4,0.9,9.3,Farm production
5,Home food and beverage dollar,4,6/22/05,Cents per Domestic Real Food Dollar,26.7,1.5,28,Food processing
5,Home food and beverage dollar,5,6/22/05,Cents per Domestic Real Food Dollar,4.7,1.3,6.2,Packaging
5,Home food and beverage dollar,6,6/22/05,Cents per Domestic Real Food Dollar,4.9,0.3,5.1,Transportation
5,Home food and beverage dollar,7,6/22/05,Cents per Domestic Real Food Dollar,14.1,-0.1,14,Wholesale trade
5,Home food and beverage dollar,8,6/22/05,Cents per Domestic Real Food Dollar,25.1,0.4,25.5,Retail trade
5,Home food and beverage dollar,9,6/22/05,Cents per Domestic Real Food Dollar,0.4,0,0.3,Foodservices
5,Home food and beverage dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.1,0.9,4,Energy
5,Home food and beverage dollar,11,6/22/05,Cents per Domestic Real Food Dollar,4.2,0.1,4.3,Finance & Insurance
5,Home food and beverage dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.4,0.1,2.5,Advertising
5,Home food and beverage dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
5,Home food and beverage dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,108.2,Total food dollar
5,Home food and beverage dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,16.9,Farm share
6,Away food and beverage dollar,1,6/22/05,Cents per Domestic Real Food Dollar,87.9,3.5,92.7,Total
6,Away food and beverage dollar,2,6/22/05,Cents per Domestic Real Food Dollar,0.9,0.1,1,Agribusiness
6,Away food and beverage dollar,3,6/22/05,Cents per Domestic Real Food Dollar,2.6,0.4,2.9,Farm production
6,Away food and beverage dollar,4,6/22/05,Cents per Domestic Real Food Dollar,7,0.4,7.4,Food processing
6,Away food and beverage dollar,5,6/22/05,Cents per Domestic Real Food Dollar,2.6,0.7,3.4,Packaging
6,Away food and beverage dollar,6,6/22/05,Cents per Domestic Real Food Dollar,2,0.2,2.1,Transportation
6,Away food and beverage dollar,7,6/22/05,Cents per Domestic Real Food Dollar,5.7,-0.1,5.6,Wholesale trade
6,Away food and beverage dollar,8,6/22/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
6,Away food and beverage dollar,9,6/22/05,Cents per Domestic Real Food Dollar,59.5,0.7,58.1,Foodservices
6,Away food and beverage dollar,10,6/22/05,Cents per Domestic Real Food Dollar,3.1,0.6,3.7,Energy
6,Away food and beverage dollar,11,6/22/05,Cents per Domestic Real Food Dollar,3.5,0.1,3.6,Finance & Insurance
6,Away food and beverage dollar,12,6/22/05,Cents per Domestic Real Food Dollar,2.6,0.1,2.7,Advertising
6,Away food and beverage dollar,13,6/22/05,Cents per Domestic Real Food Dollar,1.3,0,1.3,Legal & accounting
6,Away food and beverage dollar,14,6/22/05,Cents per Domestic Real Food Dollar,0,0,112.1,Total food dollar
6,Away food and beverage dollar,15,6/22/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,6/22/05,Cents per Domestic Real Food Dollar,0,0,5.4,Farm share
1,Food dollar,1,6/22/05,million 2009 dollars,520314.67,27228.69,554438.82,Total
1,Food dollar,2,6/22/05,million 2009 dollars,14508.18,2290.61,16784.34,Agribusiness
1,Food dollar,3,6/22/05,million 2009 dollars,44748.37,4799.4,49432.9,Farm production
1,Food dollar,4,6/22/05,million 2009 dollars,107137.58,5026.56,112419.34,Food processing
1,Food dollar,5,6/22/05,million 2009 dollars,19005.37,4504.69,24056.85,Packaging
1,Food dollar,6,6/22/05,million 2009 dollars,23486.79,1343.89,24588.29,Transportation
1,Food dollar,7,6/22/05,million 2009 dollars,52587.79,-540.6,52041.12,Wholesale trade
1,Food dollar,8,6/22/05,million 2009 dollars,85520.15,1423.33,86959.26,Retail trade
1,Food dollar,9,6/22/05,million 2009 dollars,132722.43,1708.2,130574.69,Foodservices
1,Food dollar,10,6/22/05,million 2009 dollars,18818.38,4880.46,23651.27,Energy
1,Food dollar,11,6/22/05,million 2009 dollars,24518.11,512.31,25020.57,Finance & Insurance
1,Food dollar,12,6/22/05,million 2009 dollars,14500.98,558.73,15076.65,Advertising
1,Food dollar,13,6/22/05,million 2009 dollars,7285.8,111.59,7376.11,Legal & accounting
1,Food dollar,14,6/22/05,million 2009 dollars,0,0,631045.08,Total food dollar
1,Food dollar,15,6/22/05,million 2009 dollars,0,0,578904.52,Domestic food dollar
1,Food dollar,16,6/22/05,million 2009 dollars,0,0,88721.58,Farm share
2,Food at home dollar,1,6/22/05,million 2009 dollars,313082.41,19066.52,336218.41,Total
2,Food at home dollar,2,6/22/05,million 2009 dollars,11959.76,1879.82,13825.67,Agribusiness
2,Food at home dollar,3,6/22/05,million 2009 dollars,37022.17,3823.76,40762.48,Farm production
2,Food at home dollar,4,6/22/05,million 2009 dollars,91195.89,4189.57,95581.01,Food processing
2,Food at home dollar,5,6/22/05,million 2009 dollars,13224.89,3020.1,16680.44,Packaging
2,Food at home dollar,6,6/22/05,million 2009 dollars,18456.49,1008.32,19280.31,Transportation
2,Food at home dollar,7,6/22/05,million 2009 dollars,42040.02,-432.18,41602.98,Wholesale trade
2,Food at home dollar,8,6/22/05,million 2009 dollars,89554,1490.47,91060.98,Retail trade
2,Food at home dollar,9,6/22/05,million 2009 dollars,1257.19,16.38,1240.09,Foodservices
2,Food at home dollar,10,6/22/05,million 2009 dollars,11554.08,3219.54,14782.35,Energy
2,Food at home dollar,11,6/22/05,million 2009 dollars,15900.29,317.35,16211.31,Finance & Insurance
2,Food at home dollar,12,6/22/05,million 2009 dollars,8594.5,331.01,8935.69,Advertising
2,Food at home dollar,13,6/22/05,million 2009 dollars,4341.06,66.66,4393.42,Legal & accounting
2,Food at home dollar,14,6/22/05,million 2009 dollars,0,0,372514.07,Total food dollar
2,Food at home dollar,15,6/22/05,million 2009 dollars,0,0,347233.3,Domestic food dollar
2,Food at home dollar,16,6/22/05,million 2009 dollars,0,0,73612.24,Farm share
3,Food away from home dollar,1,6/22/05,million 2009 dollars,201502.49,8016.32,212506.57,Total
3,Food away from home dollar,2,6/22/05,million 2009 dollars,2391.79,396.31,2791.09,Agribusiness
3,Food away from home dollar,3,6/22/05,million 2009 dollars,7008.75,1033.25,7995.87,Farm production
3,Food away from home dollar,4,6/22/05,million 2009 dollars,15259.91,862.53,16171.8,Food processing
3,Food away from home dollar,5,6/22/05,million 2009 dollars,5729.57,1508.03,7326.93,Packaging
3,Food away from home dollar,6,6/22/05,million 2009 dollars,4790.97,356.72,5086.27,Transportation
3,Food away from home dollar,7,6/22/05,million 2009 dollars,12678.48,-130.33,12546.68,Wholesale trade
3,Food away from home dollar,8,6/22/05,million 2009 dollars,913.09,15.2,928.46,Retail trade
3,Food away from home dollar,9,6/22/05,million 2009 dollars,135618.56,1682.26,132638.15,Foodservices
3,Food away from home dollar,10,6/22/05,million 2009 dollars,7269.61,1497.45,8732.86,Energy
3,Food away from home dollar,11,6/22/05,million 2009 dollars,8313.74,198.92,8508.22,Finance & Insurance
3,Food away from home dollar,12,6/22/05,million 2009 dollars,5865.11,226.08,6097.93,Advertising
3,Food away from home dollar,13,6/22/05,million 2009 dollars,2904.71,44.4,2943.55,Legal & accounting
