table_num,TABLE_NAME,category_num,year,Units,value_added,imports,total,CATEGORY_DESC
3,Food away from home dollar,10,7/2/05,Cents per Domestic Real Food Dollar,3.2,1.4,4.6,Energy
3,Food away from home dollar,11,7/2/05,Cents per Domestic Real Food Dollar,3.2,0.2,3.4,Finance & Insurance
3,Food away from home dollar,12,7/2/05,Cents per Domestic Real Food Dollar,2.9,0.2,3.1,Advertising
3,Food away from home dollar,13,7/2/05,Cents per Domestic Real Food Dollar,1.7,0,1.7,Legal & accounting
3,Food away from home dollar,14,7/2/05,Cents per Domestic Real Food Dollar,0,0,123.3,Total food dollar
3,Food away from home dollar,15,7/2/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
3,Food away from home dollar,16,7/2/05,Cents per Domestic Real Food Dollar,0,0,5.2,Farm share
4,Food and beverage dollar,1,7/2/05,Cents per Domestic Real Food Dollar,94,6,100,Total
4,Food and beverage dollar,2,7/2/05,Cents per Domestic Real Food Dollar,1.6,0.4,1.9,Agribusiness
4,Food and beverage dollar,3,7/2/05,Cents per Domestic Real Food Dollar,7.3,0.7,7.9,Farm production
4,Food and beverage dollar,4,7/2/05,Cents per Domestic Real Food Dollar,17.4,1.2,18.5,Food processing
4,Food and beverage dollar,5,7/2/05,Cents per Domestic Real Food Dollar,2.5,1.1,3.6,Packaging
4,Food and beverage dollar,6,7/2/05,Cents per Domestic Real Food Dollar,3.1,0.2,3.2,Transportation
4,Food and beverage dollar,7,7/2/05,Cents per Domestic Real Food Dollar,11.2,-0.1,11.1,Wholesale trade
4,Food and beverage dollar,8,7/2/05,Cents per Domestic Real Food Dollar,14.1,0.3,14.4,Retail trade
4,Food and beverage dollar,9,7/2/05,Cents per Domestic Real Food Dollar,26.7,0.4,27.1,Foodservices
4,Food and beverage dollar,10,7/2/05,Cents per Domestic Real Food Dollar,3.1,1.5,4.6,Energy
4,Food and beverage dollar,11,7/2/05,Cents per Domestic Real Food Dollar,3.4,0.2,3.6,Finance & Insurance
4,Food and beverage dollar,12,7/2/05,Cents per Domestic Real Food Dollar,2.4,0.1,2.5,Advertising
4,Food and beverage dollar,13,7/2/05,Cents per Domestic Real Food Dollar,1.4,0,1.4,Legal & accounting
4,Food and beverage dollar,14,7/2/05,Cents per Domestic Real Food Dollar,0,0,115.8,Total food dollar
4,Food and beverage dollar,15,7/2/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,7/2/05,Cents per Domestic Real Food Dollar,0,0,13.2,Farm share
5,Home food and beverage dollar,1,7/2/05,Cents per Domestic Real Food Dollar,93.1,6.9,100,Total
5,Home food and beverage dollar,2,7/2/05,Cents per Domestic Real Food Dollar,2.2,0.5,2.7,Agribusiness
5,Home food and beverage dollar,3,7/2/05,Cents per Domestic Real Food Dollar,10.1,0.9,11,Farm production
5,Home food and beverage dollar,4,7/2/05,Cents per Domestic Real Food Dollar,24.8,1.6,26.4,Food processing
5,Home food and beverage dollar,5,7/2/05,Cents per Domestic Real Food Dollar,3,1.3,4.3,Packaging
5,Home food and beverage dollar,6,7/2/05,Cents per Domestic Real Food Dollar,4,0.2,4.2,Transportation
5,Home food and beverage dollar,7,7/2/05,Cents per Domestic Real Food Dollar,15.7,-0.1,15.6,Wholesale trade
5,Home food and beverage dollar,8,7/2/05,Cents per Domestic Real Food Dollar,23,0.5,23.5,Retail trade
5,Home food and beverage dollar,9,7/2/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
5,Home food and beverage dollar,10,7/2/05,Cents per Domestic Real Food Dollar,3.1,1.6,4.7,Energy
5,Home food and beverage dollar,11,7/2/05,Cents per Domestic Real Food Dollar,3.6,0.2,3.7,Finance & Insurance
5,Home food and beverage dollar,12,7/2/05,Cents per Domestic Real Food Dollar,2.1,0.1,2.2,Advertising
5,Home food and beverage dollar,13,7/2/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
5,Home food and beverage dollar,14,7/2/05,Cents per Domestic Real Food Dollar,0,0,110.5,Total food dollar
5,Home food and beverage dollar,15,7/2/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,7/2/05,Cents per Domestic Real Food Dollar,0,0,18.3,Farm share
6,Away food and beverage dollar,1,7/2/05,Cents per Domestic Real Food Dollar,95.5,4.5,100,Total
6,Away food and beverage dollar,2,7/2/05,Cents per Domestic Real Food Dollar,0.5,0.1,0.6,Agribusiness
6,Away food and beverage dollar,3,7/2/05,Cents per Domestic Real Food Dollar,2.3,0.3,2.6,Farm production
6,Away food and beverage dollar,4,7/2/05,Cents per Domestic Real Food Dollar,5.3,0.4,5.7,Food processing
6,Away food and beverage dollar,5,7/2/05,Cents per Domestic Real Food Dollar,1.8,0.7,2.5,Packaging
6,Away food and beverage dollar,6,7/2/05,Cents per Domestic Real Food Dollar,1.4,0.1,1.5,Transportation
6,Away food and beverage dollar,7,7/2/05,Cents per Domestic Real Food Dollar,3.4,0,3.4,Wholesale trade
6,Away food and beverage dollar,8,7/2/05,Cents per Domestic Real Food Dollar,0.6,0,0.7,Retail trade
6,Away food and beverage dollar,9,7/2/05,Cents per Domestic Real Food Dollar,69.3,1,70.3,Foodservices
6,Away food and beverage dollar,10,7/2/05,Cents per Domestic Real Food Dollar,3.2,1.3,4.5,Energy
6,Away food and beverage dollar,11,7/2/05,Cents per Domestic Real Food Dollar,3.1,0.2,3.4,Finance & Insurance
6,Away food and beverage dollar,12,7/2/05,Cents per Domestic Real Food Dollar,2.9,0.2,3.1,Advertising
6,Away food and beverage dollar,13,7/2/05,Cents per Domestic Real Food Dollar,1.7,0,1.7,Legal & accounting
6,Away food and beverage dollar,14,7/2/05,Cents per Domestic Real Food Dollar,0,0,124.6,Total food dollar
6,Away food and beverage dollar,15,7/2/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,7/2/05,Cents per Domestic Real Food Dollar,0,0,4.5,Farm share
1,Food dollar,1,7/2/05,million 2009 dollars,847032.5,50725.34,897757.84,Total
1,Food dollar,2,7/2/05,million 2009 dollars,16551.35,3938.52,20489.87,Agribusiness
1,Food dollar,3,7/2/05,million 2009 dollars,78713.18,6629.55,85342.73,Farm production
1,Food dollar,4,7/2/05,million 2009 dollars,145930.71,7839.82,153770.53,Food processing
1,Food dollar,5,7/2/05,million 2009 dollars,18815.43,7022.83,25838.26,Packaging
1,Food dollar,6,7/2/05,million 2009 dollars,28864.79,1510.41,30375.2,Transportation
1,Food dollar,7,7/2/05,million 2009 dollars,87046.46,-551.19,86495.27,Wholesale trade
1,Food dollar,8,7/2/05,million 2009 dollars,126388.19,2940.24,129328.43,Retail trade
1,Food dollar,9,7/2/05,million 2009 dollars,251898.32,3844.53,255742.85,Foodservices
1,Food dollar,10,7/2/05,million 2009 dollars,28342.41,14496.81,42839.22,Energy
1,Food dollar,11,7/2/05,million 2009 dollars,31143.43,1594.43,32737.86,Finance & Insurance
1,Food dollar,12,7/2/05,million 2009 dollars,21155.45,1219,22374.45,Advertising
1,Food dollar,13,7/2/05,million 2009 dollars,12182.78,240.39,12423.17,Legal & accounting
1,Food dollar,14,7/2/05,million 2009 dollars,0,0,1027022.01,Total food dollar
1,Food dollar,15,7/2/05,million 2009 dollars,0,0,897757.84,Domestic food dollar
1,Food dollar,16,7/2/05,million 2009 dollars,0,0,142128.67,Farm share
2,Food at home dollar,1,7/2/05,million 2009 dollars,504847.1,34916.91,539764.01,Total
2,Food at home dollar,2,7/2/05,million 2009 dollars,14452.81,3423.34,17876.15,Agribusiness
2,Food at home dollar,3,7/2/05,million 2009 dollars,68357.26,5536.62,73893.88,Farm production
2,Food at home dollar,4,7/2/05,million 2009 dollars,128399.44,6706.15,135105.59,Food processing
2,Food at home dollar,5,7/2/05,million 2009 dollars,12751.35,4621.9,17373.25,Packaging
2,Food at home dollar,6,7/2/05,million 2009 dollars,23546.34,1148.84,24695.18,Transportation
2,Food at home dollar,7,7/2/05,million 2009 dollars,73924.04,-468.1,73455.94,Wholesale trade
2,Food at home dollar,8,7/2/05,million 2009 dollars,127510.97,2966.36,130477.33,Retail trade
2,Food at home dollar,9,7/2/05,million 2009 dollars,2003.7,30.59,2034.29,Foodservices
2,Food at home dollar,10,7/2/05,million 2009 dollars,17354.52,9388.72,26743.24,Energy
2,Food at home dollar,11,7/2/05,million 2009 dollars,19586.52,822.29,20408.81,Finance & Insurance
2,Food at home dollar,12,7/2/05,million 2009 dollars,10732.8,618.24,11351.04,Advertising
2,Food at home dollar,13,7/2/05,million 2009 dollars,6227.35,121.96,6349.31,Legal & accounting
2,Food at home dollar,14,7/2/05,million 2009 dollars,0,0,584842.15,Total food dollar
2,Food at home dollar,15,7/2/05,million 2009 dollars,0,0,539764.01,Domestic food dollar
2,Food at home dollar,16,7/2/05,million 2009 dollars,0,0,122702.18,Farm share
3,Food away from home dollar,1,7/2/05,million 2009 dollars,341210.24,15733.35,356943.59,Total
3,Food away from home dollar,2,7/2/05,million 2009 dollars,1974.46,501.98,2476.44,Agribusiness
3,Food away from home dollar,3,7/2/05,million 2009 dollars,9828.14,1171.45,10999.59,Farm production
3,Food away from home dollar,4,7/2/05,million 2009 dollars,18061.33,1235.05,19296.38,Food processing
3,Food away from home dollar,5,7/2/05,million 2009 dollars,5944.43,2401.64,8346.07,Packaging
3,Food away from home dollar,6,7/2/05,million 2009 dollars,5253.32,367.26,5620.58,Transportation
3,Food away from home dollar,7,7/2/05,million 2009 dollars,12637.67,-80.02,12557.65,Wholesale trade
3,Food away from home dollar,8,7/2/05,million 2009 dollars,2313.86,53.83,2367.69,Retail trade
3,Food away from home dollar,9,7/2/05,million 2009 dollars,246172.89,3726.3,249899.19,Foodservices
3,Food away from home dollar,10,7/2/05,million 2009 dollars,11433.18,4835.59,16268.77,Energy
3,Food away from home dollar,11,7/2/05,million 2009 dollars,11268.79,804.29,12073.08,Finance & Insurance
3,Food away from home dollar,12,7/2/05,million 2009 dollars,10367.24,597.63,10964.87,Advertising
3,Food away from home dollar,13,7/2/05,million 2009 dollars,5954.93,118.35,6073.28,Legal & accounting
3,Food away from home dollar,14,7/2/05,million 2009 dollars,0,0,440167.52,Total food dollar
3,Food away from home dollar,15,7/2/05,million 2009 dollars,0,0,356943.59,Domestic food dollar
3,Food away from home dollar,16,7/2/05,million 2009 dollars,0,0,18607.81,Farm share
4,Food and beverage dollar,1,7/2/05,million 2009 dollars,1062494.13,67631.18,1130125.31,Total
4,Food and beverage dollar,2,7/2/05,million 2009 dollars,17594.84,4181.03,21775.87,Agribusiness
4,Food and beverage dollar,3,7/2/05,million 2009 dollars,82007.92,7479.17,89487.09,Farm production
4,Food and beverage dollar,4,7/2/05,million 2009 dollars,196399.64,13180.35,209579.99,Food processing
4,Food and beverage dollar,5,7/2/05,million 2009 dollars,28745.66,12077.42,40823.08,Packaging
4,Food and beverage dollar,6,7/2/05,million 2009 dollars,34609.17,1829.99,36439.16,Transportation
4,Food and beverage dollar,7,7/2/05,million 2009 dollars,126308.6,-799.81,125508.79,Wholesale trade
4,Food and beverage dollar,8,7/2/05,million 2009 dollars,159312.01,3706.16,163018.17,Retail trade
4,Food and beverage dollar,9,7/2/05,million 2009 dollars,301698.03,4624.38,306322.41,Foodservices
4,Food and beverage dollar,10,7/2/05,million 2009 dollars,34898.02,17472.04,52370.06,Energy
4,Food and beverage dollar,11,7/2/05,million 2009 dollars,38669.72,2025.43,40695.15,Finance & Insurance
4,Food and beverage dollar,12,7/2/05,million 2009 dollars,26882.82,1548.85,28431.67,Advertising
4,Food and beverage dollar,13,7/2/05,million 2009 dollars,15367.7,306.17,15673.87,Legal & accounting
4,Food and beverage dollar,14,7/2/05,million 2009 dollars,0,0,1308339.07,Total food dollar
4,Food and beverage dollar,15,7/2/05,million 2009 dollars,0,0,1130125.31,Domestic food dollar
4,Food and beverage dollar,16,7/2/05,million 2009 dollars,0,0,148806.7,Farm share
5,Home food and beverage dollar,1,7/2/05,million 2009 dollars,658010.79,48654.19,706664.98,Total
5,Home food and beverage dollar,2,7/2/05,million 2009 dollars,15438.71,3653.23,19091.94,Agribusiness
5,Home food and beverage dollar,3,7/2/05,million 2009 dollars,71521.83,6310.3,77832.13,Farm production
5,Home food and beverage dollar,4,7/2/05,million 2009 dollars,174997.88,11547.91,186545.79,Food processing
5,Home food and beverage dollar,5,7/2/05,million 2009 dollars,21255.23,8949.03,30204.26,Packaging
5,Home food and beverage dollar,6,7/2/05,million 2009 dollars,28518.96,1406.48,29925.44,Transportation
5,Home food and beverage dollar,7,7/2/05,million 2009 dollars,111215.48,-704.24,110511.24,Wholesale trade
5,Home food and beverage dollar,8,7/2/05,million 2009 dollars,162404.18,3778.1,166182.28,Retail trade
5,Home food and beverage dollar,9,7/2/05,million 2009 dollars,2653.65,40.71,2694.36,Foodservices
5,Home food and beverage dollar,10,7/2/05,million 2009 dollars,21871.52,11582.51,33454.03,Energy
5,Home food and beverage dollar,11,7/2/05,million 2009 dollars,25291.87,1088.92,26380.79,Finance & Insurance
5,Home food and beverage dollar,12,7/2/05,million 2009 dollars,14525.08,836.61,15361.69,Advertising
5,Home food and beverage dollar,13,7/2/05,million 2009 dollars,8316.4,164.63,8481.03,Legal & accounting
5,Home food and beverage dollar,14,7/2/05,million 2009 dollars,0,0,780926.23,Total food dollar
5,Home food and beverage dollar,15,7/2/05,million 2009 dollars,0,0,706664.98,Domestic food dollar
5,Home food and beverage dollar,16,7/2/05,million 2009 dollars,0,0,129001.98,Farm share
6,Away food and beverage dollar,1,7/2/05,million 2009 dollars,403014.28,18811.47,421825.75,Total
6,Away food and beverage dollar,2,7/2/05,million 2009 dollars,2037.5,514.77,2552.27,Agribusiness
6,Away food and beverage dollar,3,7/2/05,million 2009 dollars,9892.21,1214.9,11107.11,Farm production
6,Away food and beverage dollar,4,7/2/05,million 2009 dollars,22265.7,1740.6,24006.3,Food processing
6,Away food and beverage dollar,5,7/2/05,million 2009 dollars,7395.58,3084.56,10480.14,Packaging
6,Away food and beverage dollar,6,7/2/05,million 2009 dollars,6000.5,424.73,6425.23,Transportation
6,Away food and beverage dollar,7,7/2/05,million 2009 dollars,14535.88,-92.04,14443.84,Wholesale trade
6,Away food and beverage dollar,8,7/2/05,million 2009 dollars,2689.01,62.56,2751.57,Retail trade
6,Away food and beverage dollar,9,7/2/05,million 2009 dollars,292180.04,4428.64,296608.68,Foodservices
6,Away food and beverage dollar,10,7/2/05,million 2009 dollars,13484.62,5632.2,19116.82,Energy
6,Away food and beverage dollar,11,7/2/05,million 2009 dollars,13208.53,952.48,14161.01,Finance & Insurance
6,Away food and beverage dollar,12,7/2/05,million 2009 dollars,12285.86,708.22,12994.08,Advertising
6,Away food and beverage dollar,13,7/2/05,million 2009 dollars,7038.85,139.85,7178.7,Legal & accounting
6,Away food and beverage dollar,14,7/2/05,million 2009 dollars,0,0,525629.33,Total food dollar
6,Away food and beverage dollar,15,7/2/05,million 2009 dollars,0,0,421825.75,Domestic food dollar
6,Away food and beverage dollar,16,7/2/05,million 2009 dollars,0,0,19001.02,Farm share
1,Food dollar,1,7/3/05,Cents per Domestic Real Food Dollar,93.8,6.2,100,Total
1,Food dollar,2,7/3/05,Cents per Domestic Real Food Dollar,1.8,0.5,2.2,Agribusiness
1,Food dollar,3,7/3/05,Cents per Domestic Real Food Dollar,9,0.8,9.8,Farm production
1,Food dollar,4,7/3/05,Cents per Domestic Real Food Dollar,15.4,0.9,16.3,Food processing
1,Food dollar,5,7/3/05,Cents per Domestic Real Food Dollar,2,0.8,2.8,Packaging
1,Food dollar,6,7/3/05,Cents per Domestic Real Food Dollar,3.3,0.2,3.5,Transportation
1,Food dollar,7,7/3/05,Cents per Domestic Real Food Dollar,9.9,0,9.9,Wholesale trade
1,Food dollar,8,7/3/05,Cents per Domestic Real Food Dollar,14.1,0.3,14.4,Retail trade
1,Food dollar,9,7/3/05,Cents per Domestic Real Food Dollar,27.4,0.4,27.8,Foodservices
1,Food dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.6,2,5.6,Energy
1,Food dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.5,0.2,3.7,Finance & Insurance
1,Food dollar,12,7/3/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
1,Food dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.4,0,1.4,Legal & accounting
1,Food dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,114,Total food dollar
1,Food dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
1,Food dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,15.6,Farm share
2,Food at home dollar,1,7/3/05,Cents per Domestic Real Food Dollar,93,7,100,Total
2,Food at home dollar,2,7/3/05,Cents per Domestic Real Food Dollar,2.5,0.7,3.2,Agribusiness
2,Food at home dollar,3,7/3/05,Cents per Domestic Real Food Dollar,13.1,1.1,14.2,Farm production
2,Food at home dollar,4,7/3/05,Cents per Domestic Real Food Dollar,22.5,1.3,23.7,Food processing
2,Food at home dollar,5,7/3/05,Cents per Domestic Real Food Dollar,2.3,0.8,3.1,Packaging
2,Food at home dollar,6,7/3/05,Cents per Domestic Real Food Dollar,4.5,0.3,4.8,Transportation
2,Food at home dollar,7,7/3/05,Cents per Domestic Real Food Dollar,14,-0.1,13.9,Wholesale trade
2,Food at home dollar,8,7/3/05,Cents per Domestic Real Food Dollar,23.3,0.5,23.8,Retail trade
2,Food at home dollar,9,7/3/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
2,Food at home dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.7,2.2,5.8,Energy
2,Food at home dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.6,0.2,3.8,Finance & Insurance
2,Food at home dollar,12,7/3/05,Cents per Domestic Real Food Dollar,2.1,0.1,2.2,Advertising
2,Food at home dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.1,0,1.2,Legal & accounting
2,Food at home dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,106,Total food dollar
2,Food at home dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
2,Food at home dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,22.4,Farm share
3,Food away from home dollar,1,7/3/05,Cents per Domestic Real Food Dollar,95.2,4.8,100,Total
3,Food away from home dollar,2,7/3/05,Cents per Domestic Real Food Dollar,0.5,0.1,0.6,Agribusiness
3,Food away from home dollar,3,7/3/05,Cents per Domestic Real Food Dollar,2.7,0.3,3,Farm production
3,Food away from home dollar,4,7/3/05,Cents per Domestic Real Food Dollar,4.7,0.3,5.1,Food processing
3,Food away from home dollar,5,7/3/05,Cents per Domestic Real Food Dollar,1.6,0.7,2.3,Packaging
3,Food away from home dollar,6,7/3/05,Cents per Domestic Real Food Dollar,1.5,0.1,1.6,Transportation
3,Food away from home dollar,7,7/3/05,Cents per Domestic Real Food Dollar,3.6,0,3.5,Wholesale trade
3,Food away from home dollar,8,7/3/05,Cents per Domestic Real Food Dollar,0.6,0,0.7,Retail trade
3,Food away from home dollar,9,7/3/05,Cents per Domestic Real Food Dollar,68.6,1.1,69.7,Foodservices
3,Food away from home dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.5,1.6,5.1,Energy
3,Food away from home dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.2,0.2,3.4,Finance & Insurance
3,Food away from home dollar,12,7/3/05,Cents per Domestic Real Food Dollar,3.1,0.2,3.3,Advertising
3,Food away from home dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.7,0,1.7,Legal & accounting
3,Food away from home dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,124.1,Total food dollar
3,Food away from home dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
3,Food away from home dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,4.9,Farm share
4,Food and beverage dollar,1,7/3/05,Cents per Domestic Real Food Dollar,93.4,6.6,100,Total
4,Food and beverage dollar,2,7/3/05,Cents per Domestic Real Food Dollar,1.5,0.4,1.9,Agribusiness
4,Food and beverage dollar,3,7/3/05,Cents per Domestic Real Food Dollar,7.6,0.7,8.3,Farm production
4,Food and beverage dollar,4,7/3/05,Cents per Domestic Real Food Dollar,16.5,1.2,17.7,Food processing
4,Food and beverage dollar,5,7/3/05,Cents per Domestic Real Food Dollar,2.5,1.1,3.6,Packaging
4,Food and beverage dollar,6,7/3/05,Cents per Domestic Real Food Dollar,3.2,0.2,3.4,Transportation
4,Food and beverage dollar,7,7/3/05,Cents per Domestic Real Food Dollar,11.3,0,11.3,Wholesale trade
4,Food and beverage dollar,8,7/3/05,Cents per Domestic Real Food Dollar,13.6,0.3,13.9,Retail trade
4,Food and beverage dollar,9,7/3/05,Cents per Domestic Real Food Dollar,26.5,0.4,26.9,Foodservices
4,Food and beverage dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.5,1.9,5.4,Energy
4,Food and beverage dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.4,0.2,3.6,Finance & Insurance
4,Food and beverage dollar,12,7/3/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
4,Food and beverage dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.4,0,1.4,Legal & accounting
4,Food and beverage dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,115.1,Total food dollar
4,Food and beverage dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,13.1,Farm share
5,Home food and beverage dollar,1,7/3/05,Cents per Domestic Real Food Dollar,92.5,7.5,100,Total
5,Home food and beverage dollar,2,7/3/05,Cents per Domestic Real Food Dollar,2.1,0.5,2.6,Agribusiness
5,Home food and beverage dollar,3,7/3/05,Cents per Domestic Real Food Dollar,10.5,1,11.5,Farm production
5,Home food and beverage dollar,4,7/3/05,Cents per Domestic Real Food Dollar,23.6,1.7,25.3,Food processing
5,Home food and beverage dollar,5,7/3/05,Cents per Domestic Real Food Dollar,2.9,1.3,4.2,Packaging
5,Home food and beverage dollar,6,7/3/05,Cents per Domestic Real Food Dollar,4.2,0.3,4.4,Transportation
5,Home food and beverage dollar,7,7/3/05,Cents per Domestic Real Food Dollar,15.9,-0.1,15.8,Wholesale trade
5,Home food and beverage dollar,8,7/3/05,Cents per Domestic Real Food Dollar,22.5,0.5,23,Retail trade
5,Home food and beverage dollar,9,7/3/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
5,Home food and beverage dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.5,2.1,5.6,Energy
5,Home food and beverage dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.5,0.2,3.7,Finance & Insurance
5,Home food and beverage dollar,12,7/3/05,Cents per Domestic Real Food Dollar,2.1,0.1,2.2,Advertising
5,Home food and beverage dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
5,Home food and beverage dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,108.4,Total food dollar
5,Home food and beverage dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,18.1,Farm share
6,Away food and beverage dollar,1,7/3/05,Cents per Domestic Real Food Dollar,95.1,4.9,100,Total
6,Away food and beverage dollar,2,7/3/05,Cents per Domestic Real Food Dollar,0.4,0.1,0.6,Agribusiness
6,Away food and beverage dollar,3,7/3/05,Cents per Domestic Real Food Dollar,2.2,0.3,2.5,Farm production
6,Away food and beverage dollar,4,7/3/05,Cents per Domestic Real Food Dollar,4.8,0.4,5.3,Food processing
6,Away food and beverage dollar,5,7/3/05,Cents per Domestic Real Food Dollar,1.7,0.7,2.4,Packaging
6,Away food and beverage dollar,6,7/3/05,Cents per Domestic Real Food Dollar,1.5,0.1,1.6,Transportation
6,Away food and beverage dollar,7,7/3/05,Cents per Domestic Real Food Dollar,3.5,0,3.5,Wholesale trade
6,Away food and beverage dollar,8,7/3/05,Cents per Domestic Real Food Dollar,0.6,0,0.6,Retail trade
6,Away food and beverage dollar,9,7/3/05,Cents per Domestic Real Food Dollar,68.9,1.2,70.1,Foodservices
6,Away food and beverage dollar,10,7/3/05,Cents per Domestic Real Food Dollar,3.4,1.6,5.1,Energy
6,Away food and beverage dollar,11,7/3/05,Cents per Domestic Real Food Dollar,3.1,0.2,3.3,Finance & Insurance
6,Away food and beverage dollar,12,7/3/05,Cents per Domestic Real Food Dollar,3.1,0.2,3.3,Advertising
6,Away food and beverage dollar,13,7/3/05,Cents per Domestic Real Food Dollar,1.7,0,1.7,Legal & accounting
6,Away food and beverage dollar,14,7/3/05,Cents per Domestic Real Food Dollar,0,0,125,Total food dollar
6,Away food and beverage dollar,15,7/3/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,7/3/05,Cents per Domestic Real Food Dollar,0,0,4.3,Farm share
1,Food dollar,1,7/3/05,million 2009 dollars,866320.2,57167.36,923487.56,Total
1,Food dollar,2,7/3/05,million 2009 dollars,16180.53,4229.96,20410.49,Agribusiness
1,Food dollar,3,7/3/05,million 2009 dollars,83345.96,7216.53,90562.49,Farm production
1,Food dollar,4,7/3/05,million 2009 dollars,142207.42,8155.08,150362.5,Food processing
1,Food dollar,5,7/3/05,million 2009 dollars,18558.08,7096.88,25654.96,Packaging
1,Food dollar,6,7/3/05,million 2009 dollars,30749.53,1998.76,32748.29,Transportation
1,Food dollar,7,7/3/05,million 2009 dollars,91395.91,-366.76,91029.15,Wholesale trade
1,Food dollar,8,7/3/05,million 2009 dollars,130147.9,2772.59,132920.49,Retail trade
1,Food dollar,9,7/3/05,million 2009 dollars,252779.57,4045.08,256824.65,Foodservices
1,Food dollar,10,7/3/05,million 2009 dollars,32894.75,18820.53,51715.28,Energy
1,Food dollar,11,7/3/05,million 2009 dollars,32387.98,1579.51,33967.49,Finance & Insurance
1,Food dollar,12,7/3/05,million 2009 dollars,23045.21,1375.61,24420.82,Advertising
1,Food dollar,13,7/3/05,million 2009 dollars,12627.36,243.59,12870.95,Legal & accounting
1,Food dollar,14,7/3/05,million 2009 dollars,0,0,1052550.65,Total food dollar
1,Food dollar,15,7/3/05,million 2009 dollars,0,0,923487.56,Domestic food dollar
1,Food dollar,16,7/3/05,million 2009 dollars,0,0,144467,Farm share
2,Food at home dollar,1,7/3/05,million 2009 dollars,517585.85,39206.24,556792.09,Total
2,Food at home dollar,2,7/3/05,million 2009 dollars,14196.68,3700.97,17897.65,Agribusiness
2,Food at home dollar,3,7/3/05,million 2009 dollars,72755.41,6089.42,78844.83,Farm production
2,Food at home dollar,4,7/3/05,million 2009 dollars,125168.12,6981.49,132149.61,Food processing
2,Food at home dollar,5,7/3/05,million 2009 dollars,12531.2,4629.56,17160.76,Packaging
2,Food at home dollar,6,7/3/05,million 2009 dollars,25071.42,1524.9,26596.32,Transportation
2,Food at home dollar,7,7/3/05,million 2009 dollars,77972.9,-312.9,77660,Wholesale trade
2,Food at home dollar,8,7/3/05,million 2009 dollars,129654.76,2762.09,132416.85,Retail trade
2,Food at home dollar,9,7/3/05,million 2009 dollars,2029.23,32.12,2061.35,Foodservices
2,Food at home dollar,10,7/3/05,million 2009 dollars,20338.25,12157.41,32495.66,Energy
2,Food at home dollar,11,7/3/05,million 2009 dollars,20086.61,836.37,20922.98,Finance & Insurance
2,Food at home dollar,12,7/3/05,million 2009 dollars,11464.07,683.55,12147.62,Advertising
