YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2017,4,ROYAL WINE CORP,100200,GAMLA CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,SANTA MARGHERITA USA INC,100749,SANTA MARGHERITA P/GRIG ALTO - 375ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,10103,KNOB CREEK BOURBON 9YR - 100P - 375ML,LIQUOR,0.00,8.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,10120,J W DANT BOURBON 100P - 1.75L,LIQUOR,0.00,2.00,0.00
2017,4,ROYAL WINE CORP,101664,RAMON CORDOVA RIOJA - 750ML,WINE,0.00,4.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,101680,MANISCHEWITZ CREAM WH CONCORD - 1.5L,WINE,0.00,1.00,0.00
2017,4,ROYAL WINE CORP,101753,BARKAN CLASSIC PET SYR - 750ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,10197,KNOB CREEK BOURBON 9YR - 100P - 1.75L,LIQUOR,0.00,32.00,0.00
2017,4,STE MICHELLE WINE ESTATES,101974,CH ST MICH P/GRIS - 750ML,WINE,0.00,26.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,102083,CH DE LA CHESNAIE MUSCADET - 750ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,10243,OLD GRAND DAD BOURBON 100P - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,BACCHUS IMPORTERS LTD,10246,HILLROCK DOUBLE CASK RYE - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,MHW LTD,10266,LA CHAYA MAL - 750ML,WINE,0.00,4.00,0.00
2017,4,MHW LTD,10268,LA CHAYA TORRONTES - 750ML,WINE,0.00,1.00,0.00
2017,4,CRAFT WINE & SPIRITS OF MARYLAND LLC,10269,FEW BOURBON - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CRAFT WINE & SPIRITS OF MARYLAND LLC,10270,KOPPER KETTLE WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,ALLAGASH BREWING COMPANY,10271,ALLAGASH SAISON 6/4 NR 12.0Z,BEER,0.00,4.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,10274,KINSEY BOURBON - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,10275,LOT 40 RYE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,KATCEF BROTHERS INC,10306,TROEGS SOLID SENDER PALE ALE - 4/6NR,BEER,0.00,1.00,0.00
2017,4,BACARDI USA INC,10332,GREY GOOSE VODKA - 375ML,LIQUOR,0.00,11.00,0.00
2017,4,A VINTNERS SELECTIONS,103608,VAJRA LANGHE NEBBIOLO DOC - 750ML,WINE,0.00,1.00,0.00
2017,4,LEGENDS LTD,10370,BALTIMORE BEER WORKS DARK USHER - 4/6NR,BEER,0.00,1.00,0.00
2017,4,CASTLE BRANDS USA CORP,10375,PALLINI LIMONCELLO 6/CS - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,Default,104,FOUR BOTTLE WINE TOTE,STR_SUPPLIES,0.00,2.00,0.00
2017,4,DIONYSOS IMPORTS INC,104060,LES CHAILLOUX SANCERRE CHERRIE - 750ML,WINE,0.00,1.00,0.00
2017,4,JACKSON FAMILY ENTERPRISES INC,10413,MURPHY GOODE CHARD - 750ML,WINE,0.00,22.00,0.00
2017,4,BUCK DISTRIBUTING COMPANY INC,10430,STONE IPA 4/6 NR - 12OZ,BEER,0.00,44.00,0.00
2017,4,PUNTO VINO LLC,104302,EREDI LODALI BAROLO 6/CS - 750ML,WINE,0.00,1.00,0.00
2017,4,KATCEF BROTHERS INC,10431,VICTORY GOLDEN MONKEY 4/6NR - 12OZ,BEER,0.00,25.00,0.00
2017,4,LEGENDS LTD,10434,LAGUNITAS IPA 4/6 NR - 12OZ,BEER,0.00,58.00,0.00
2017,4,LEGENDS LTD,10435,LAGUNITAS SUMPIN SUMPIN 4/6 NR - 12OZ,BEER,0.00,26.00,0.00
2017,4,LEGENDS LTD,10436,OSKAR BLUES DALES PALE ALE 12.OZ 4/6 CAN,BEER,0.00,31.00,0.00
2017,4,LEGENDS LTD,10437,CRISPIN CIDER ORIGINAL 4/6 NR - 12OZ,BEER,0.00,2.00,0.00
2017,4,LEGENDS LTD,10438,BRECKENRIDGE VANILLA PORTER 4/6 NR - 12OZ,BEER,0.00,6.00,0.00
2017,4,THE WINE GROUP,10439,CONCANNON FOUNDERS CAB - 750ML,WINE,0.00,3.00,0.00
2017,4,THE WINE GROUP,10441,LOVE P/NOIR - 750ML,WINE,0.00,16.00,0.00
2017,4,PERNOD RICARD USA LLC,10442,OLMECA ALTOS TEQ - PLATA - 750ML,LIQUOR,0.00,39.00,0.00
2017,4,PERNOD RICARD USA LLC,10443,OLMECA ALTOS TEQ - REPOSADO - 750ML,LIQUOR,0.00,20.00,0.00
2017,4,PERNOD RICARD USA LLC,10444,JAMESON IRISH WHISKY CASK MATES - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,CRAFT WINE & SPIRITS OF MARYLAND LLC,10445,BRECKENRIDGE BOURBON - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,ELITE WINES IMPORTS,104450,SEIFRIED S/BLC - 750ML,WINE,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,10472,MALIBU RUM - PASSION FRUIT - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,BARON FRANCOIS LTD,10480,CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,BARON FRANCOIS LTD,10499,CHATEAU LAUBADE ARMAGNAC XO - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PROXIMO SPIRITS INC,10529,JOSE CUERVO GOLDEN MARGARITA - 1.75L,LIQUOR,0.00,50.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,105490,HAKUTSURU SAKE - 720ML,WINE,0.00,2.00,0.00
2017,4,KATCEF BROTHERS INC,1058,TROEGS HOPBACK ALE 4/6 NR - 12OZ,BEER,0.00,5.00,0.00
2017,4,Default,106,SIX BOTTLE WINE TOTE (NO LOGO),STR_SUPPLIES,0.00,2.00,0.00
2017,4,LEGENDS LTD,10609,FIRESTONE LUPONIC DISTORTION - 4/6 CAN 12.0Z,BEER,0.00,3.00,0.00
2017,4,LEGENDS LTD,10610,LAGUNITAS LIL SUMPIN - 2/12 NR 12.0Z,BEER,0.00,6.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,10634,SMIRNOFF VODKA - CHERRY - 1L,LIQUOR,0.00,6.00,0.00
2017,4,JIM BEAM BRANDS CO,10636,HAKUSHU WHISKY 12 YR - 750ML,LIQUOR,0.00,6.00,0.00
2017,4,THE WINE GROUP,10637,CUPCAKE PROSECCO - 187 3PK,WINE,0.00,2.00,0.00
2017,4,LEGENDS LTD,10645,OSKAR BLUES DEVIANT DALES - 4/6  CAN 12.OZ,BEER,0.00,3.00,0.00
2017,4,JIM BEAM BRANDS CO,10666,SAUZA HORNITOS REPOSATO - 375ML,LIQUOR,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,10667,EFFEN VODKA - BLACK CHERRY - 375ML,LIQUOR,0.00,2.00,0.00
2017,4,JIM BEAM BRANDS CO,10668,MAKERS MARK BOURBON - 375ML,LIQUOR,0.00,27.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,10673,CINNABON CINNAMON CREAM LIQ - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,MOET HENNESSY USA,106739,VEUVE CLICQUOT DEMI SEC - 375ML,WINE,0.00,1.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,10675,BRINLEY GOLD SHIPWRECK SPICED RUM - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,10676,BRINLEY GOLD SHIPWRECK COCONUT RUM - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,10677,BRINLEY GOLD SHIPWRECK VANILLA RUM - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,10678,BRINLEY GOLD SHIPWRECK COCONUT RUM CREAM- 750ML,LIQUOR,0.00,3.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,10693,TAYLOR LAKE COUNTRY RED - 3L,WINE,0.00,2.00,0.00
2017,4,LEGENDS LTD,10696,FIRESTONE VARIETY - 2/12 12.OZ CAN,BEER,0.00,2.00,0.00
2017,4,LEGENDS LTD,10697,UNION STEADY EDDIE - 4/6 12.OZ CAN,BEER,0.00,3.00,0.00
2017,4,ATLAS BREW WORKS LLC,10711,ATLAS BREW WORKS PONZI - 4/6 12.OZ CAN,BEER,0.00,1.00,0.00
2017,4,BOSTON BEER CORPORATION,10714,SAM ADAMS PACK OF REBELS 2/12 CAN - 12OZ,BEER,0.00,5.00,0.00
2017,4,NORTH LOCK LLC DBA PORT CITY BREWING CO,10715,PORT CITY METRO RED - 12.OZ 4/6NR,BEER,0.00,5.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,10740,BERINGER FOUNDERS EST P/GRIG - 750ML,WINE,0.00,4.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,10758,CH ST JEAN CAL MER - 750ML,WINE,0.00,3.00,0.00
2017,4,DUCLAW BREWERY LLC,10772,DUCLAW BLOOD ORANGE GYPSY - 12.OZ 4/6NR,BEER,0.00,1.00,0.00
2017,4,TI BEVERAGE GROUP LTD,10790,VAMPIRE CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,LUNEAU USA INC,342198,NICOLAS ROSE,WINE,0.00,7.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,10804,CH ST JEAN CAL CAB - 750ML,WINE,0.00,10.00,0.00
2017,4,PERNOD RICARD USA LLC,10820,JACOBS CREEK RIES - 750ML,WINE,0.00,9.00,0.00
2017,4,BARON FRANCOIS LTD,108367,DOM CAVES DE PRIEURE SANCERRE - 750ML,WINE,0.00,2.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,108391,QUPE C/C SYR - 750ML,WINE,0.00,2.00,0.00
2017,4,PATERNO IMPORTS LTD,10847,MARKHAM CAB - 750ML,WINE,0.00,2.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,10850,OUR DAILY ZIN - 750ML,WINE,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,10855,AVION TEQ - SILVER - 1.75L,LIQUOR,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,10856,MALIBU RUM- PINEAPPLE UPSIDE DOWN CAKE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CONSTELLATION BRANDS,10859,TOM GORE CHARD - 750ML,WINE,0.00,5.00,0.00
2017,4,CONSTELLATION BRANDS,10860,TOM GORE CAB - 750ML,WINE,0.00,18.00,0.00
2017,4,CONSTELLATION BRANDS,10861,RAVAGE CAB - 750ML,WINE,0.00,15.00,0.00
2017,4,CONSTELLATION BRANDS,10862,SERPENTS BITE WHISKEY - 750ML,LIQUOR,0.00,14.00,0.00
2017,4,A VINTNERS SELECTIONS,108634,INDABA WESTERN CAPE CH/BLC - 750ML,WINE,0.00,3.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,10864,FORBIDDEN SECRET WH CHOCOLATE - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,LEGENDS LTD,10866,GIN MARE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,SAZERAC CO,10869,99 SCHNAPPS - PINEAPPLE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,VINTAGE WINE ESTATES INC,108790,CARTLIDGE & BROWN CAB - 750ML,WINE,0.00,2.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,10898,PICCINI CHIANTI - 1.5L,WINE,0.00,13.00,0.00
2017,4,SAGAMORE WHISKEY LLC,10907,SAGAMORE RYE - 750ML,LIQUOR,0.00,15.00,0.00
2017,4,WASHBURN WINE CO,10910,PRAGA PREMIUM PILS - 11.2OZ,BEER,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,10930,LAPHROAIG LORE SCOTCH - 750ML,LIQUOR,0.00,9.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,10959,OLD LINE SINGLE MALT WHISKEY - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,J LOHR WINERY,10979,J LOHR RIVERSTONE CHARD - 1.5L,WINE,0.00,29.00,0.00
2017,4,DOPS INC,10994,ABITA BIG EASY IPA - 12.OZ 4/6,BEER,0.00,5.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,110000,SEAGRAM'S GIN - EXTRA DRY - 100ML,LIQUOR,0.00,5.00,0.00
2017,4,SAZERAC CO,11002,ANCIENT AGE BOURBON - 1.75L,LIQUOR,0.00,10.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,110132,R MONDAVI PRIVATE SEL CAB - 375ML,WINE,0.00,3.00,0.00
2017,4,THE WINE GROUP,11019,CHLOE PROSECCO - 750ML,WINE,0.00,11.00,0.00
2017,4,LUXCO SPIRITED BRANDS,11029,EZRA BROOKS BOURBON - 1.75L,LIQUOR,0.00,21.00,0.00
2017,4,LUXCO SPIRITED BRANDS,11037,EZRA BROOKS BOURBON - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,BACCHUS IMPORTERS LTD,11084,SHINSHU MARS IWAI JAPANESE WHISKY - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,BACCHUS IMPORTERS LTD,11085,SHINSHU MARS IWAI TRAD JAPANESE WHISKY - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11088,E WILLIAMS BLACK SOUR MASH 7YR - 750ML,LIQUOR,0.00,37.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,11118,BULLEIT BOURBON - 750ML,LIQUOR,0.00,90.00,0.00
2017,4,JACKSON FAMILY ENTERPRISES INC,11142,K JACKSON GRAND RES MER - 750ML,WINE,0.00,10.00,0.00
2017,4,A VINTNERS SELECTIONS,111708,DR PAULY BERG NOBLE HOUSE RIES - 750ML,WINE,0.00,3.00,0.00
2017,4,Default,112,CORKSCREW,REF,0.00,13.00,0.00
2017,4,JIM BEAM BRANDS CO,11207,MAKER'S MARK 90P - 1L,LIQUOR,0.00,127.00,0.00
2017,4,CONSTELLATION BRANDS,11215,BLACK BOX SHIRAZ 6/CS - 3L,WINE,0.00,23.00,0.00
2017,4,CONSTELLATION BRANDS,11221,SVEDKA VODKA - 100P - 375ML,LIQUOR,0.00,1.00,0.00
2017,4,LEGENDS LTD,11229,OMMEGANG GREAT BEYOND - 12.OZ 6/4NR,BEER,0.00,1.00,0.00
2017,4,CAMPARI AMERICA LLC,11231,WILD TURKEY 101P - 1.75L,LIQUOR,0.00,62.00,0.00
2017,4,PERNOD RICARD USA LLC,11266,MALIBU RUM - 1L,LIQUOR,0.00,37.00,0.00
2017,4,CONSTELLATION BRANDS,11274,BLACKSTONE CALIF MER - 1.5L,WINE,0.00,6.00,0.00
2017,4,ROYAL WINE CORP,112771,RASHI LIGHT WHITE CONCORD - 750ML,WINE,0.00,1.00,0.00
2017,4,RELIABLE CHURCHILL LLLP,11306,HILLBILLY 86 PROOF BOURBON WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,NEW PARROTT & CO,11320,WENTE CHARLES WETMORE RES CAB - 750ML,WINE,0.00,4.00,0.00
2017,4,LEGENDS LTD,11322,4 HANDS DAKINE 4/6 CANS - 16OZ,BEER,0.00,2.00,0.00
2017,4,LEGENDS LTD,11325,PEAK EVERGREEN/CRUSH VARIETY 4/6 - 12OZ,BEER,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,113441,SPY VALLEY MARLBOROUGH S/BLC - 750ML,WINE,0.00,2.00,0.00
2017,4,JIM BEAM BRANDS CO,11350,CRUZAN AGED RUM 151 PROOF - 1L,LIQUOR,0.00,4.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,11371,MERIDIAN CAL MER - 750ML,WINE,0.00,1.00,0.00
2017,4,MHW LTD,11374,ETRUSCO AMARO - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,DUGGANS DISTILLERS PROD,11375,LA FOGATA TEQUILA - PLATINUM - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,DUGGANS DISTILLERS PROD,11376,BOBBY'S GIN - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,WILLIAM GRANT AND SONS INC,11380,FLOR DE CANA RUM - CENTENARIO - 750ML,LIQUOR,0.00,7.00,0.00
2017,4,CAMPARI AMERICA LLC,11382,SKYY INFUSIONS HONEYCRISP APPLE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CAMPARI AMERICA LLC,11383,SKYY INFUSIONS TROPICAL MANGO - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,11391,JUNIPERO GIN - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,11392,THE GLENROTHES SHERRY CASK RES - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,11398,MULDERBOSCH CHENIN BLANC - 750ML,WINE,0.00,1.00,0.00
2017,4,Default,114,WINE PAPER GIFT TOTE SINGLE BOTTLE,STR_SUPPLIES,0.00,56.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,11418,WEST CORK IRISH WHISKEY 10 YEAR - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CONSTELLATION BRANDS,11436,SVEDKA VODKA - CITRON - 750ML,LIQUOR,0.00,6.00,0.00
2017,4,CONSTELLATION BRANDS,11446,NOBILO REGIONAL COLLECTION CHARD - 750ML,WINE,0.00,14.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11447,DEEP EDDY PEACH VODKA - 1.75L,LIQUOR,0.00,1.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11449,DEEP EDDY RUBY RED GRAPEFRUIT VODKA - 50ML,LIQUOR,0.00,5.00,0.00
2017,4,CRAFT WINE & SPIRITS OF MARYLAND LLC,11453,JACKSON MORGAN SALTED CARAMEL - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,11462,JIM BEAM DOUBLE OAK BOURBON - 750ML,LIQUOR,0.00,13.00,0.00
2017,4,JIM BEAM BRANDS CO,11463,EFFEN VODKA - BLOOD ORANGE - 750ML,LIQUOR,0.00,10.00,0.00
2017,4,JIM BEAM BRANDS CO,11464,EFFEN VODKA - GREEN APPLE - 750ML,LIQUOR,0.00,10.00,0.00
2017,4,CONSTELLATION BRANDS,11487,SVEDKA VODKA - CLEMENTINE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,114936,VILLA JOLANDA PROSECCO - 750ML,WINE,0.00,1.00,0.00
2017,4,A VINTNERS SELECTIONS,115185,INDABA WESTERN CAPE MER - 750ML,WINE,0.00,1.00,0.00
2017,4,CAMPARI AMERICA LLC,11525,WILD TURKEY 81 - 1.75L,LIQUOR,0.00,10.00,0.00
2017,4,A VINTNERS SELECTIONS,115290,INDABA S/BLC WESTERN CAPE - 750ML,WINE,0.00,1.00,0.00
2017,4,BUCK DISTRIBUTING COMPANY INC,11535,STONE GO TO IPA 4/6 16.OZ CAN,BEER,0.00,5.00,0.00
2017,4,BUCK DISTRIBUTING COMPANY INC,11536,STONE ARROGANT BASTARD 4/6 16.OZ CAN,BEER,0.00,4.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11563,ARISTOCRAT 151 RUM GOLD - 1L,LIQUOR,0.00,2.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11584,E WILLIAMS GREEN BOURBON - 1.75L,LIQUOR,0.00,59.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11592,E WILLIAMS GREEN BOURBON - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,TI BEVERAGE GROUP LTD,11622,VAMPIRE MERLOT - 750ML,WINE,0.00,2.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,11649,BV COASTAL MERLOT - 375ML,WINE,0.00,5.00,0.00
2017,4,SAZERAC CO,11703,KENTUCKY GENTLEMAN - 1.75L,LIQUOR,0.00,152.00,0.00
2017,4,BROWN-FORMAN BEVERAGES WORLDWIDE,11711,EARLY TIMES KENTUCKY WHISKEY - 1.75L,LIQUOR,0.00,55.00,0.00
2017,4,JIM BEAM BRANDS CO,11720,JIM BEAM BLACK - 1.75L,LIQUOR,0.00,42.00,0.00
2017,4,JIM BEAM BRANDS CO,11738,JIM BEAM BLACK - 750ML,LIQUOR,0.00,36.75,0.00
2017,4,JIM BEAM BRANDS CO,11746,MAKER'S MARK 90P - 750ML,LIQUOR,0.00,189.00,0.00
2017,4,JIM BEAM BRANDS CO,11762,JIM BEAM WHITE - 1.75L,LIQUOR,0.00,285.83,0.00
2017,4,JIM BEAM BRANDS CO,11770,JIM BEAM WHITE - 750ML,LIQUOR,0.00,110.00,0.00
2017,4,JIM BEAM BRANDS CO,11797,JIM BEAM WHITE - 200ML,LIQUOR,0.00,8.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,11819,AMARULA FRUIT CREAM LIQUEUR - 750ML,LIQUOR,0.00,15.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,118192,PLANETA LA SEGRETA ROSSO - 750ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,11835,JIM BEAM WHITE - 50ML,LIQUOR,0.00,22.00,0.00
2017,4,SAZERAC CO,11837,CANE RUM WHITE RUM - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,SAZERAC CO,11838,RICH & RARE CANADIAN WHISKY - 1.75L,LIQUOR,0.00,6.00,0.00
2017,4,CONSTELLATION BRANDS,11841,PAUL MASSON BRANDY - APPLE - 750ML,LIQUOR,0.00,10.00,0.00
2017,4,CONSTELLATION BRANDS,11842,PAUL MASSON BRANDY - PINEAPPLE - 750ML,LIQUOR,0.00,9.00,0.00
2017,4,SAZERAC CO,11843,KENTUCKY GENTLEMAN - 750ML,LIQUOR,0.00,18.00,0.00
2017,4,CONSTELLATION BRANDS,11844,SVEDKA VODKA STRAWBERRY LEMONADE - 1.75L,LIQUOR,0.00,1.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11851,HEAVEN HILL BOURBON 4YR - 1.75L,LIQUOR,0.00,19.00,0.00
2017,4,KYSELA PERE ET FILS LTD,118516,COL DES VENTS CORBIERES ROUGE - 750ML,WINE,0.00,1.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11860,ELIJAH CRAIG BOURBON  - 750ML,LIQUOR,0.00,7.00,0.00
2017,4,CONSTANTINE WINES INC,118680,WHITEHALL LANE NAPA VLY MER - 750ML,WINE,0.00,2.00,0.00
2017,4,LEGENDS LTD,11876,PEAK HAPPY HOUR PILS - 4/6 CAN 12.OZ,BEER,0.00,3.00,0.00
2017,4,JIM BEAM BRANDS CO,11886,JIM BEAM WHITE - 375ML,LIQUOR,0.00,37.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,11894,HEAVEN HILL BOURBON 4YR - 1L,LIQUOR,0.00,17.00,0.00
2017,4,LEGENDS LTD,11912,CAPTAIN LAWRENCE GF EFFORT - 2/12 CAN 12.OZ,BEER,0.00,1.00,0.00
2017,4,LEGENDS LTD,11914,CAPTAIN LAWRENCE 6TH BORO PILS - 2/12 CAN 12.OZ,BEER,0.00,2.00,0.00
2017,4,BACCHUS IMPORTERS LTD,11927,ROCK TOWN ARKANSAS SM BATCH - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CAMPARI AMERICA LLC,11940,WRAY & NEPHEW OVERPROOF - 750ML,LIQUOR,0.00,13.00,0.00
2017,4,DEUTSCH FAMILY WINE & SPIRITS,119776,GIRARD CHARD RUSSIAN RIVER - 750ML,WINE,0.00,1.00,0.00
2017,4,BROWN-FORMAN BEVERAGES WORLDWIDE,12017,OLD FORESTER BOURBON - 750ML,LIQUOR,0.00,15.00,0.00
2017,4,BACCHUS IMPORTERS LTD,12045,WHISTLEPIG BOSS HOG THE INDEPENDANT - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,BACCHUS IMPORTERS LTD,12046,WHISTLEPIG BOSS HOG SPIRIT OF MORTIMER - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,JIM BEAM BRANDS CO,12068,OLD GRAND DAD BOURBON - 750ML,LIQUOR,0.00,19.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,120960,YARDEN GALILEE MOSCATO 12/CS - 500ML,WINE,0.00,1.00,0.00
2017,4,BACCHUS IMPORTERS LTD,121134,CHARLES DE FERE RES BDB - 750ML,WINE,0.00,1.00,0.00
2017,4,LUXCO SPIRITED BRANDS,12134,DAVID NICHOLSON 1843 RESERVE BOURBON -750ML,LIQUOR,0.00,3.00,0.00
2017,4,LUXCO SPIRITED BRANDS,12136,EZRA BROOKS RYE - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,THE WINE GROUP,12138,AVA GRACE CHARD - 750ML,WINE,0.00,8.00,0.00
2017,4,THE WINE GROUP,12139,AVA GRACE RED BLEND - 750ML,WINE,0.00,1.00,0.00
2017,4,UNITED STATES DISTILLED PRODUCTS,12141,CHAMPS DE PROVENCE ROSE - 750ML,WINE,0.00,7.00,0.00
2017,4,SUTTER HOME WINERY INC,12142,SUTTER HOME PINK MOSCATO - 187ML,WINE,0.00,6.00,0.00
2017,4,SUTTER HOME WINERY INC,12143,SUTTER HOME SANGRIA - 1.5L,WINE,0.00,4.00,0.00
2017,4,JIM BEAM BRANDS CO,12203,OLD CROW BOURBON - 1.75L,LIQUOR,0.00,24.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,12204,OLD LINE AGED CARIBBEAN RUM - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,12205,OLD LINE AGED CARIBBEAN RUM NAVY - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,NORTH LOCK LLC DBA PORT CITY BREWING CO,12212,PORT CITY COLOSSAL 6 - 12.OZ 6/4 NR,BEER,0.00,3.00,0.00
2017,4,JIM BEAM BRANDS CO,12220,OLD CROW BOURBON - 1L,LIQUOR,0.00,11.00,0.00
2017,4,CASTLE BRANDS USA CORP,12222,JEFFERSON CASK STRENGTH - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,CASTLE BRANDS USA CORP,12223,JEFFERSON PRITCHARD CAB FINISH - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,CASTLE BRANDS USA CORP,12224,KNAPPOGUE 16YR OLD - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,LEGENDS LTD,12225,ONE EIGHT ROCK CREEK RYE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,LEGENDS LTD,12247,CAPTAIN LAWRENCE HOP COMMANDER - 12.OZ 4/6 NR,BEER,0.00,4.00,0.00
2017,4,A VINTNERS SELECTIONS,12285,WOLFBURN AURORA SINGLE MALT - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,12327,CH ST MICH CANOE RIDGE MER 6/C - 750ML,WINE,0.00,1.00,0.00
